id,entry date,level,termination date,college_name,degree,last GPA,transfer credit hours,transfer quality hours,credit hours earned,GPA credit hours,quality poinrts,major,minor,advisor,exit status,WVU_freshman,RN,Comment,P/F hours
700116694,1990-07-15 00:00:00.000,graduate,1992-08-21 00:00:00.000,West Virginia University at Morgantown,Other Masters,0,0,0,0,0,0,Music-Piano Pedagogy,NULL,NULL,graduated,0,0,NULL,0
700116694,1992-08-25 00:00:00.000,graduate,1997-05-11 00:00:00.000,West Virginia University at Morgantown,Doctoral,0,0,0,0,0,0,Musical Arts,NULL,NULL,graduated,0,0,NULL,0
700116896,1996-08-15 00:00:00.000,graduate,1999-05-16 00:00:00.000,West Virginia University at Morgantown,MSN,3.68,0,0,54,54,199,Nursing,NULL,NULL,graduated,0,1,NULL,0
700117477,1994-08-15 00:00:00.000,undergrad,1999-05-16 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.87,0,0,131,127,365,Psychology,NULL,NULL,graduated,0,0,NULL,0
700120017,1980-09-01 00:00:00.000,undergrad,1984-05-12 00:00:00.000,Wheeling College,BA/BS,2.909,0,0,231,231,672,Biology,NULL,NULL,graduated,0,0,NULL,0
700120609,1994-08-15 00:00:00.000,undergrad,2001-05-13 00:00:00.000,West Virginia University at Morgantown,BA/BS,0,0,0,0,0,0,Athletic Training,NULL,NULL,graduated,0,0,NULL,0
700120609,2003-01-15 00:00:00.000,undergrad,2003-05-18 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.99,0,0,211,205,614,Exercise Physiology,NULL,NULL,graduated,0,0,NULL,0
700120850,2000-08-15 00:00:00.000,graduate,2002-05-15 00:00:00.000,West Liberty State College,BSN,3.37,132,126,207,201,678,Nursing,NULL,NULL,graduated,0,1,NULL,0
700125160,2002-01-15 00:00:00.000,graduate,2004-07-15 00:00:00.000,Marshall University,MSN,3.5,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
700125781,1987-08-15 00:00:00.000,graduate,1998-12-29 00:00:00.000,West Virginia University at Morgantown,MSN,3.91,0,NULL,36,36,141,Nursing,NULL,NULL,graduated,0,1,NULL,0
700127000,1986-08-15 00:00:00.000,undergrad,1989-05-14 00:00:00.000,West Virginia University at Morgantown,BSN,3.44,0,0,65,0,224,Nursing,NULL,NULL,graduated,0,1,NULL,0
700127000,1996-08-15 00:00:00.000,graduate,1999-05-16 00:00:00.000,West Virginia University at Morgantown,JD,2.48,0,0,93,91,226,Law,Nursing,NULL,graduated,0,0,graduated with PH.D. in Law. Does not need GRE when applying to the WVU School of Nursing's Master's Program.,0
700128438,1987-09-15 00:00:00.000,undergrad,1990-05-25 00:00:00.000,St. Cloud State University,BA/BS,3.55,0,0,53,53,167,Biology,NULL,NULL,graduated,0,0,NULL,0
700129461,1990-08-15 00:00:00.000,undergrad,1996-05-11 00:00:00.000,Glenville State College,BA/BS,3.45,0,0,227,215,743,Psychology,NULL,NULL,graduated,0,0,NULL,0
700130015,1996-08-15 00:00:00.000,undergrad,2000-12-29 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.01,0,0,157,153,462,Exercise Physiology,Nursing,NULL,graduated,0,0,BS in Exercise Physiology,0
700130019,1993-01-15 00:00:00.000,assoc.,1996-05-15 00:00:00.000,Potomac StateCollege,Assoc.,0,0,0,0,0,0,Biology,NULL,NULL,graduated,0,0,NULL,0
700130019,1997-01-15 00:00:00.000,undergrad,1998-12-15 00:00:00.000,West Virginia University at Morgantown,BA/BS,0,0,0,0,0,0,Biology,NULL,NULL,graduated,0,0,NULL,0
700130451,1980-08-15 00:00:00.000,graduate,1983-12-28 00:00:00.000,West Virginia University at Morgantown,MSN,3.68,3,0,85,82,302,Nursing,NULL,NULL,graduated,0,1,NULL,0
700131194,1993-08-15 00:00:00.000,undergrad,1997-05-11 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.86,0,0,114,116,332,Biology,NULL,NULL,graduated,0,0,Expected to graduate with MS in Biology December 2005,0
700131728,1995-08-15 00:00:00.000,undergrad,1999-08-20 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.15,58,21,163,96,303,Social Work,Sociology,NULL,graduated,0,0,NULL,0
700132475,2001-08-15 00:00:00.000,undergrad,2004-05-15 00:00:00.000,West Virginia University at Morgantown,BSN,0,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
700132547,2005-08-15 00:00:00.000,undergrad,2007-05-15 00:00:00.000,Marshall University,NULL,3.75,0,0,151,151,567,Nursing,NULL,NULL,NULL,0,0,Will graduate May 2007,0
700132577,1998-05-15 00:00:00.000,undergrad,1999-08-20 00:00:00.000,West Virginia University at Morgantown,BA,2.27,0,0,149,156,0,Liberal Arts,NULL,NULL,graduated,0,0,NULL,354
700134639,1995-08-15 00:00:00.000,undergrad,1999-12-29 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.23,19,24,139,121,392,Exercise Physiology,NULL,NULL,graduated,0,0,NULL,0
700135854,1988-05-15 00:00:00.000,assoc.,1989-05-14 00:00:00.000,Davis and Elkins College,Assoc.,3.83,0,0,71,0,180,Nursing,NULL,NULL,graduated,0,1,NULL,0
700135854,1994-05-15 00:00:00.000,undergrad,1996-12-17 00:00:00.000,Davis and Elkins College,BSN,3.93,0,0,143,0,452,Nursing,NULL,NULL,graduated,0,1,NULL,0
700136059,1995-08-15 00:00:00.000,undergrad,1999-05-16 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.21,3,0,138,132,425,Wildlife & Fisheries Resources,NULL,NULL,graduated,0,0,NULL,0
700137569,1993-08-15 00:00:00.000,undergrad,1997-05-11 00:00:00.000,West Virginia University at Morgantown,BSN,3.23,25,0,163,149,481,Nursing,NULL,NULL,graduated,0,1,NULL,2
700138245,1998-01-15 00:00:00.000,undergrad,2002-12-15 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.1,42,0,133,66,205,Regents Bachelor of Arts,NULL,NULL,graduated,0,0,NULL,0
700138245,2003-05-20 00:00:00.000,undergrad,2004-12-29 00:00:00.000,West Virginia University at Morgantown,BSN,3.25,42,0,191,111,361,Nursing,NULL,NULL,graduated,0,0,NULL,13
700138397,1990-08-27 00:00:00.000,undergrad,1993-05-17 00:00:00.000,Wake Forest University,BA/BS,3.05,0,0,112,112,330,Sociology,NULL,NULL,graduated,0,0,NULL,0
700138786,1995-08-15 00:00:00.000,undergrad,2005-12-29 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.7398,0,0,173,173,474,Communication Studies,NULL,NULL,graduated,0,0,NULL,0
700139435,2003-08-15 00:00:00.000,undergrad,2005-05-15 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.67,81,144,145,101,371,Human Nutrition & Foods,NULL,NULL,graduated,0,0,NULL,0
700139635,1992-08-15 00:00:00.000,undergrad,1996-05-15 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.45,0,0,0,0,0,Recreation,NULL,NULL,graduated,0,0,NULL,0
700143338,1996-08-15 00:00:00.000,undergrad,2006-05-14 00:00:00.000,West Virginia University at Morgantown,BSN,3.55,0,0,148,112,398,Nursing,NULL,NULL,graduated,0,1,NULL,0
700146162,1996-08-15 00:00:00.000,undergrad,2001-05-13 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.12,0,0,146,139,434,Biology,NULL,NULL,graduated,0,0,NULL,0
700146162,2001-08-15 00:00:00.000,graduate,2003-05-18 00:00:00.000,West Virginia University at Morgantown,Other Masters,3.66,0,0,41,36,132,Public Health,NULL,NULL,graduated,0,0,NULL,0
700149122,1990-08-15 00:00:00.000,graduate,1992-05-17 00:00:00.000,West Virginia University at Morgantown,MSN,3.93,0,0,42,42,165,Nursing,NULL,NULL,graduated,0,1,NULL,0
700151390,1990-08-15 00:00:00.000,undergrad,1995-05-14 00:00:00.000,West Virginia University at Morgantown,BSN,3.03,0,0,115,115,348,Nursing,NULL,NULL,NULL,0,1,NULL,0
700151731,1996-08-15 00:00:00.000,undergrad,2002-08-16 00:00:00.000,West Virginia University at Morgantown,BA/BS,0,0,0,0,0,0,Psychology,NULL,NULL,graduated,0,0,NULL,0
700153131,1993-08-15 00:00:00.000,undergrad,1997-05-11 00:00:00.000,West Virginia University at Morgantown,BSN,3,0,0,82,82,246,Nursing,NULL,NULL,graduated,0,0,NULL,0
700153517,1996-08-15 00:00:00.000,undergrad,2000-08-18 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.409,0,0,132,132,450,Geology,NULL,NULL,graduated,0,0,NULL,0
700153576,1981-09-15 00:00:00.000,undergrad,1988-05-15 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.06,0,0,146,146,301,Psychology,NULL,NULL,graduated,0,0,NULL,0
700155525,1997-08-15 00:00:00.000,undergrad,1999-05-15 00:00:00.000,Shepherd College,Assoc.,2.94,0,0,184,184,541,Nursing,NULL,NULL,graduated,0,1,NULL,0
700155655,1996-08-15 00:00:00.000,undergrad,2000-05-14 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.06,6,0,131,125,383,Exercie Physiology,NULL,NULL,graduated,0,0,NULL,0
700157011,1973-08-20 00:00:00.000,assoc.,1976-05-14 00:00:00.000,Ohio Valley General Hospital,Diploma,0,0,0,0,0,0,Nursing,NULL,NULL,NULL,0,1,NULL,0
700157295,1994-01-15 00:00:00.000,undergrad,1995-12-15 00:00:00.000,Garrett College,NULL,2.62,39,0,74,74,104,NULL,NULL,NULL,NULL,0,0,NULL,0
700157295,2004-08-15 00:00:00.000,undergrad,2005-12-15 00:00:00.000,Fairmont State University,NULL,3.12,86,113,118,77,241,Pre-Nursing,NULL,NULL,NULL,0,0,NULL,0
700157832,1996-08-15 00:00:00.000,undergrad,2000-05-14 00:00:00.000,West Virginia University at Morgantown,BSN,3.06,0,0,147,144,442,Nursing,NULL,NULL,graduated,0,1,NULL,0
700157911,1996-08-15 00:00:00.000,undergrad,2005-05-15 00:00:00.000,West Virginia University at Morgantown,BSN,2.96,0,0,179,172,510,Nursing,NULL,NULL,graduated,0,0,NULL,0
700157993,1998-08-15 00:00:00.000,graduate,2000-05-14 00:00:00.000,West Virginia University at Morgantown,MSN,3.7,0,0,48,48,178,Nursing,NULL,NULL,graduated,0,0,NULL,0
700159466,1979-08-15 00:00:00.000,undergrad,1983-05-15 00:00:00.000,Alderson Broaddus College,BSN,0,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
700159466,1991-08-15 00:00:00.000,graduate,1993-05-16 00:00:00.000,West Virginia University at Morgantown,MSN,3.61,0,0,39,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
700160586,1996-08-15 00:00:00.000,undergrad,2005-05-15 00:00:00.000,West Virginia University at Morgantown,BA,3.66,0,0,137,136,498,Biology,NULL,NULL,graduated,0,0,NULL,0
700160683,1993-08-15 00:00:00.000,undergrad,1995-05-14 00:00:00.000,West Virginia University at Morgantown,BSN,2.87,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
700160719,1989-08-15 00:00:00.000,undergrad,1994-05-15 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.74,0,0,172,162,607,Political Science,NULL,NULL,graduated,0,0,NULL,0
700161138,1985-09-15 00:00:00.000,undergrad,1989-06-15 00:00:00.000,Ohio University,BSN,3.556,0,0,133,133,475.02,Nursing,NULL,NULL,graduated,0,0,NULL,0
700161363,1989-08-15 00:00:00.000,undergrad,1995-05-15 00:00:00.000,West Virginia University at Morgantown,BSN,0,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
700162584,1991-08-15 00:00:00.000,undergrad,1995-08-21 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.26,0,0,128,110,249,Pscyhology,NULL,NULL,graduated,0,0,NULL,0
700162584,2000-01-15 00:00:00.000,assoc.,2005-01-30 00:00:00.000,County College of Morris,Assoc.,2.5741,0,0,54,54,139,Nursing,NULL,NULL,graduated,0,1,NULL,NULL
700163307,1994-08-15 00:00:00.000,undergrad,1996-06-12 00:00:00.000,West Virginia University at Morgantown,BSN,0,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
700165688,1996-08-15 00:00:00.000,undergrad,2001-05-13 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.97,0,0,141,122,363,Soc.-Crime & Social Controll,NULL,NULL,graduated,0,0,NULL,0
700166053,2000-08-15 00:00:00.000,undergrad,2004-05-16 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.28,0,0,149,147,483,Visual Art,Nursing,NULL,graduated,0,0,"Bachelor of Fine Arts, Visual Art",0
700166260,2002-05-15 00:00:00.000,undergrad,2004-08-15 00:00:00.000,Duquesne University,BA/BS,3.4357,0,0,120,42,144,Prof. Communication/Leadership,NULL,NULL,graduated,0,0,NULL,0
700166385,1993-08-15 00:00:00.000,undergrad,1998-05-17 00:00:00.000,Glenville State College,BSN,3.07,93,0,150,145,446,Nursing,NULL,NULL,graduated,0,1,NULL,0
700166389,2003-08-15 00:00:00.000,undergrad,2004-12-15 00:00:00.000,Alderson Broaddus College,BSN,3.78,0,0,190,33,125,Nursing,NULL,NULL,NULL,0,1,NULL,0
700166425,1966-08-15 00:00:00.000,undergrad,2001-05-12 00:00:00.000,Fairmont State University,BA/BS,2.2278,0,0,158,158,352,Biology,NULL,NULL,graduated,0,0,NULL,0
700166472,1996-08-15 00:00:00.000,graduate,1998-05-17 00:00:00.000,West Virginia University at Morgantown,MSN,3.43,0,0,44,44,151,Nursing,NULL,NULL,graduated,0,1,NULL,0
700166572,1991-08-15 00:00:00.000,undergrad,2000-05-14 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.95,64,0,130,66,261,Child Development,NULL,NULL,graduated,0,0,NULL,0
700166627,1996-08-15 00:00:00.000,undergrad,1999-05-20 00:00:00.000,West Virginia University at Charleston,BSN,3.82,116,25,141,50,191,Nursing,NULL,NULL,graduated,0,1,NULL,0
700169983,2002-01-15 00:00:00.000,undergrad,2004-05-14 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.4238,0,0,0,0,0,Geography,NULL,NULL,graduated,0,0,"Need help with her GPA, etc. sh",0
800231542,1997-08-15 00:00:00.000,undergrad,2002-05-11 00:00:00.000,Fairmont State University,BA/BS,3.2931,0,0,174,174,573,Biology,NULL,NULL,graduated,0,0,NULL,0
700170827,1997-08-15 00:00:00.000,undergrad,2003-05-18 00:00:00.000,West Virginia University at Morgantown,BSN,3.41,0,0,168,160,547,Nursing,NULL,NULL,graduated,0,1,NULL,0
700170908,1997-08-15 00:00:00.000,undergrad,2003-05-18 00:00:00.000,West Virginia University at Morgantown,BA/BS,0,0,0,0,0,0,Sociology & Anthropology,NULL,NULL,graduated,0,0,NULL,0
700170908,2003-05-20 00:00:00.000,undergrad,2004-12-29 00:00:00.000,West Virginia University at Morgantown,BSN,3.32,0,0,188,175,581,Nursing,NULL,"Godwin, Michele",graduated,0,1,NULL,7
700171164,1984-08-15 00:00:00.000,undergrad,1987-12-15 00:00:00.000,West Virginia University at Parkersburg,Assoc.,2.7045,0,0,88,88,238,Nursing,NULL,NULL,graduated,0,1,NULL,0
700171428,1972-09-15 00:00:00.000,assoc.,1975-05-15 00:00:00.000,Northern Kentucky University,Assoc.,0,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,0,NULL,0
700171428,1996-08-15 00:00:00.000,undergrad,2000-05-14 00:00:00.000,West Virginia University at Morgantown,BSN,3.75,119,0,135,29,109,Nursing,NULL,NULL,graduated,0,1,NULL,0
700174374,1982-08-15 00:00:00.000,undergrad,1986-05-18 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.8432,0,0,134,134,381,Journalism,NULL,NULL,graduated,0,0,NULL,0
700174623,1982-08-15 00:00:00.000,undergrad,1986-05-15 00:00:00.000,West Virginia University at Morgantown,BA/BS,2.8,6,0,131,130,372,Business Administration,NULL,NULL,graduated,0,0,NULL,0
700175714,1997-07-15 00:00:00.000,undergrad,2001-05-13 00:00:00.000,West Virginia University at Morgantown,BA,3.23,0,0,129,127,410,Psychology,NULL,NULL,graduated,0,0,NULL,0
700175789,1978-08-15 00:00:00.000,assoc.,1988-12-11 00:00:00.000,University of Charleston,Assoc.,2.925,0,0,145,27,79,Nursing,NULL,NULL,graduated,0,1,NULL,0
700175789,1920-01-01 00:00:00.000,undergrad,1990-05-12 00:00:00.000,Bethany College,BA/BS,0,0,0,0,0,0,NULL,NULL,NULL,graduated,0,1,Waiting on official transcripts,0
700175855,1974-08-15 00:00:00.000,undergrad,1978-05-15 00:00:00.000,Salem International University,BA/BS,0,0,0,0,0,0,Oral Communication,NULL,NULL,graduated,0,1,NULL,0
700175855,1982-08-15 00:00:00.000,assoc.,1984-05-15 00:00:00.000,Columbus Technical Institute,Assoc.,0,0,0,0,0,0,Nursing,NULL,NULL,NULL,0,0,NULL,0
700175855,1997-08-15 00:00:00.000,undergrad,2000-05-15 00:00:00.000,West Virginia University at Morgantown,BSN,0,0,0,0,0,0,Nursing,NULL,NULL,graduated,0,1,NULL,0
700176850,2000-08-15 00:00:00.000,undergrad,2002-05-31 00:00:00.000,Ohio Valley College,BA/BS,3.74,0,0,152,141,527,Psychology,NULL,NULL,graduated,0,0,NULL,0
700177552,2000-08-21 00:00:00.000,undergrad,2004-05-16 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.57,0,0,135,135,483,Marketing,NULL,NULL,graduated,0,0,NULL,0
700178549,1998-08-15 00:00:00.000,undergrad,2002-05-19 00:00:00.000,West Virginia University at Morgantown,BSN,3.37,0,0,137,13500,455,Nursing,NULL,NULL,graduated,0,1,NULL,0
700178902,2004-08-20 00:00:00.000,undergrad,2005-12-28 00:00:00.000,West Virginia University at Morgantown,BSN,3.75,0,0,0,0,0,NULL,NULL,NULL,NULL,0,1,Waiting on official transcript.,0
700179277,2000-01-15 00:00:00.000,assoc.,2003-05-17 00:00:00.000,West Virginia University at Parkersburg,Assoc.,2.69,0,0,114,114,307,Nursing,NULL,NULL,graduated,0,1,NULL,0
700180696,1997-08-15 00:00:00.000,undergrad,2001-05-13 00:00:00.000,West Virginia University at Morgantown,BA/BS,3.2265,0,0,128,128,413,Animal and Veterinary Sciences,NULL,NULL,graduated,0,0,NULL,0
700180716,1994-08-15 00:00:00.000,assoc.,2000-05-13 00:00:00.000,West Virginia University at Parkersburg,Assoc.,2.8076,0,0,130,130,365,Nursing,NULL,NULL,graduated,0,1,NULL,0
700182151,1997-05-15 00:00:00.000,undergrad,1999-05-16 00:00:00.000,West Virginia University at Morgantown,BSN,3.24,81,0,151,133,431,Nursing,NULL,NULL,graduated,0,1,NULL,2
700182200,1999-01-15 00:00:00.000,undergrad,NULL,Mountain State University,NULL,3.7028,0,0,141,138,511,Business Administration,NULL,NULL,NULL,0,0,To Graduate December 2005,0
700182393,1995-08-15 00:00:00.000,undergrad,1999-05-16 00:00:00.000,Glenville State College,BSN,3.23,141,NULL,141,139,449,Nursing,NULL,NULL,graduated,0,1,NULL,0
700182411,1997-08-15 00:00:00.000,undergrad,1999-12-15 00:00:00.000,West Virginia Institute of Technology,BSN,0,0,0,0,0,0,NULL,NULL,NULL,graduated,0,1,NULL,0
700183190,1997-08-15 00:00:00.000,undergrad,2001-05-15 00:00:00.000,Virginia Wesleyan College,BA/BS,2.87,10,0,146,0,378,Biology/Chemistry,NULL,NULL,graduated,0,0,NULL,0
700183773,2001-08-20 00:00:00.000,undergrad,2004-05-16 00:00:00.000,West Virginia University at Morgantown,BSN,3.61,15,NULL,168,155,561,Nursing,NULL,NULL,graduated,0,1,NULL,0
700184154,2005-02-15 00:00:00.000,undergrad,2006-08-15 00:00:00.000,Mountain State University,BSN,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,expected to graduate in August 2006.,0
700185165,1996-08-15 00:00:00.000,undergrad,1997-05-15 00:00:00.000,Marshall University,NULL,3.19,31,99,31,31,0,NULL,NULL,NULL,to WVU Nursing,0,0,NULL,0
700185165,1997-08-15 00:00:00.000,undergrad,2001-05-13 00:00:00.000,West Virginia University at Morgantown,BSN,3.62,117,117,117,117,438,Nursing,NULL,NULL,graduated,0,1,NULL,0
700185197,1997-08-15 00:00:00.000,undergrad,2000-05-14 00:00:00.000,West Virginia University at Charleston,BSN,3.49,0,0,145,57,199,Nursing,NULL,NULL,graduated,0,1,NULL,NULL
700185431,2002-08-15 00:00:00.000,graduate,2005-05-15 00:00:00.000,West Virginia University at Morgantown,MSN,3.84,0,0,50,50,192,Nursing,NULL,"Simoni, Patricia",graduated,0,1,NULL,0
700185754,2000-01-15 00:00:00.000,graduate,2002-05-19 00:00:00.000,West Virginia University at Morgantown,MA,2.8,0,0,44,44,123,"Agr, Forestry & Consumer Sci",NULL,NULL,graduated,0,0,NULL,0
700187728,2000-08-15 00:00:00.000,undergrad,2003-07-15 00:00:00.000,Bluefield State College,BSN,0,0,0,0,0,0,NULL,NULL,NULL,graduated,0,0,NULL,0
700187830,2004-08-15 00:00:00.000,graduate,NULL,University of Phoenix,MSN,NULL,NULL,NULL,NULL,NULL,NULL,Nursing,NULL,NULL,NULL,0,1,"no transcript, according to application, should graduate 09/2006 with MSN",0
700188986,1989-08-15 00:00:00.000,assoc.,1995-05-05 00:00:00.000,Manatee Community College,Assoc.,3.21,0,0,90,124,289,Nursing,NULL,NULL,graduated,0,1,NULL,NULL
700190211,1998-08-15 00:00:00.000,undergrad,2000-12-29 00:00:00.000,West Virginia University at Morgantown,BSN,3.77,0,0,93,88,332,Nursing,NULL,NULL,graduated,0,1,NULL,NULL
700190750,2000-08-15 00:00:00.000,undergrad,2003-05-15 00:00:00.000,Waynesburg College,BSN,3.68,0,0,75,75,275,Nursing,NULL,NULL,graduated,0,1,NULL,0
700191985,1998-08-15 00:00:00.000,graduate,2012-05-12 00:00:00.000,West Virginia University at Morgantown,Other Masters,3.3543,0,0,209,206,691,Dental Hygiene,NULL,NULL,graduated,0,0,NULL,0
700192345,1991-09-15 00:00:00.000,assoc.,1994-05-14 00:00:00.000,West Virginia Institute of Technology,Assoc.,3.0625,0,0,32,32,98,Nursing,NULL,NULL,graduated,0,1,NULL,0
700192678,1998-08-15 00:00:00.000,undergrad,2003-12-29 00:00:00.000,West Virginia University at Morgantown,BA,NULL,0,0,NULL,0,0,Visual Art,NULL,NULL,graduated,0,0,NULL,0
700193271,2004-08-15 00:00:00.000,undergrad,2007-05-10 00:00:00.000,Fairmont State University,BA/BS,2.13,0,0,111,110,235,Psychology,NULL,NULL,NULL,0,0,will graduate May 2007,0
